Tweet_Content,First_Level_True,First_Level_Pred,Second_Level_True,Second_Level_Pred,Sentiment
a bit of yourself for yourself   beyondcoping psychotherapy grief mentalhealth diagnosis disease depression eatingdisorders mentalillness cancertreatment lossofsexlife postpartum endoflife infertility bodyissues dementia gethelp callusnow covid coronavirus,0,0,0,0,Negative
the us has three epidemics 1 coronavirus 2 stupidity 3 narcissistic psychopathy by start at 623 if you dont want to watch the whole thing but i suggest watching the entire video --gt,0,0,1,1,Negative
trump is a walking talking tweeting klaxon forever blaring out a warning that the boogeyman is at the gate resign,1,1,3,3,Neutral
have mother start packing your bags you knew you were head of the task force and did nothing trumpknew penceknew woodward book trump says he knew coronavirus was deadly and worse than the flu while intentionally misleading americans,0,0,1,1,Negative
the sickness that we are experiencing is part of a bigger sickness facing the human tribe we are sick because we are not in living harmony,1,1,2,2,Negative
opinion  trump vs the coronavirus trumpfailsamerica trumpliesamericansdie trumpiskillingus trumpmustgo trumpresignnow lyingtrump trumpdeathtoll193k and rising voteforourlives votetrumpout the only thing we have to fear is trump himself,0,0,0,0,Neutral
download to watch live oil falls further amid growing alarm over coronavirus second wave pak live news channel arynewslivehd pakistan worldnews ozootv android,0,0,1,1,Positive
google news woodward book trump says he knew coronavirus was deadly and worse than the flu while intentionally misleading americans,0,0,1,1,Negative
a supercomputer found a promising theory about why covid-19 cases go downhill fast it even explains the bizarre range of symptoms here or you can directly access the content using this link here,1,1,2,3,Positive
joe biden and mike pence meet and elbow bump at 911 memorial at ground zero in new york city reflecting coronavirus concern,0,0,0,0,Positive
coronavirus reinfection what it actually means and why you shouldnt panic gt covid19,0,0,0,0,Neutral
it sure is and thats fucking awful and how is that relevant to the 200000 dead from concerted coronavirus mismanagement by trump amp co dont worry i wont wait eau de trolle,0,0,0,0,Negative
you are the enemy of the good youre complicit in the deaths of 190000 covid19 coronavirus you got rich while spitting on the working people you approve of racism caging children police brutality violence against peaceful protesters inciting violence against democrats,0,0,1,1,Positive
trump believers know that coronavirus is real trump told them not to worry about it when people sell their souls to satan the repercussions are painful and eternal they cant sue later on amp blame satan for fooling them theyre fkd ,0,0,0,0,Negative
if coronavirus cases went up by 200 in israel over the summer with a very robust response to the virus isnt it a concern how cold places will fare this winter with the virus shouldnt every country be preparing for it to get worse,0,0,0,0,Negative
coronavirus spreading again more strongly locust plagues fires from arctic circle to california and in brazil the lungs of the planet our planet is in trouble it is a good job i am an atheist remaining passive for these events is not an option,0,0,0,0,Positive
coronavirus research updates surprise a host of tantalizing new sars-cov-2 proteins is unveiled,0,0,1,1,Positive
hi i found this workbook and it is actually very helpful for any of my friends who are worried about the coronavirus and have anxiety,0,0,1,0,Positive
oh this is why dictatorlamont amp the anti-american authoritarian extended lil man lamont executive emergency powers thru feb 2021 hes mad ppl of ct trust themselvesfreedom more than his horrible government i dare you to fine me little man,1,1,3,3,Negative
right now for many of us we might not be able to picture ourselves enjoying a meal inside a restaurant without worry or sending our kids to school or hugging our neighbors or seeing a strangers smile while walking the aisles of target,1,1,2,2,Positive
fauci says attempt to get coronavirus herd immunity would result in enormous death toll anthony fauci director of the national institute of allergy and infectious diseases discussed herd immunity with actor matthew mcconaughey thursday on instagram,0,0,1,1,Neutral
great piece by on trump how are our us friends tolerating this  via,1,1,3,3,Positive
americas cowardinchief hid the seriousness of the virus to not stoke the fire of panic this is coming from the same racistinchief who stokes the fire on racism to serve his own purposes wakeupamerica bobwoodward boom rage trump admits to ,1,1,3,2,Positive
coronavirus live update in pakistan 2020 coronavirus live updates in pakistan covid-19 is a disease caused by sars-cov2 virus and start spreading in december 2019 from wuhan in china covid-19 is named by world health organization as its acronym based on coronavirus disea,0,0,1,1,Positive
take a breath guys weve got a ways to go this isnt a surprise its what those of us in the field have been saying late next year most likely,1,1,3,3,Positive
china bubonic plague black death terror spreads as third death sees second pandemic fear,1,1,2,2,Negative
no doubt swampthang does not ever inspire calm particularly when you realise as we all eventually do that ettttd ,1,1,2,2,Positive
this would be hard for trump open smartnews to read were ignoring one of the most obvious ways to avoid spreading the coronavirus stop talking so much here or you can directly access the content using this link here,0,0,0,0,Positive
milan madrid new york fashion weeks kick off around the globe with coronavirus restrictions in place,0,0,1,1,Positive
now its turning out its not just old people bob just today and yesterday some startling facts came out its not just old- olderyoung people too plenty of young people president donald trump,1,1,3,3,Negative
who tell it how it is panic everyone cause theres caravans of hispaniclatino murderers and rapists headed to the border the coronavirus oh its not even as bad as the flu nothing to worry about,0,0,0,0,Negative
trump sought to play down the severity of the coronavirus and repeatedly denigrated the us military 5 takeaways from rage bob woodwards new book about trump,0,0,1,1,Negative
i feel my throat tightening its not the coronavirus or smoke its rage  we are most confined by the inequality selfishness and greed that created this moment even in the wide-open west were still stuck in the united states of america,0,0,1,1,Positive
maybe the schools need money to make the unexpected adjustments it will take to keep kids safe from coronavirus maybe if the danger of the virus wasnt down played better precautions could have been made and that teacher from south carolina would be alive,0,0,1,1,Positive
coronavirus infections are surging among the over-fifties via panic of covid-19 playing havoc and infected people must shun panic,0,0,0,0,Neutral
medialiedpeopledied physician flu a bigger worry in florida than coronavirus,0,0,0,0,Neutral
so coronavirus was a hoax oh wait trump was worried about it from the beginning other countries leaders told them the truth and they didnt panic they managed it thanks for the management potus trumpchaos resignnowtrump,0,0,0,0,Positive
the value of an octobersurprise is to hold it until almost the last minute to avoid giving the opposition time to respond no matter how outrageous the claim could be such as a miracle cure for the coronavirus,0,0,1,1,Negative
can we get rid of him now,1,1,3,3,Neutral
no doubt pence knew and no doubt trumps focus was on re-election he didnt care he lied to all of us hes not stupid he is selfish every person that has died or been sickened by coronavirus should sue him ill bet bill barr wont take on that task,0,0,0,0,Negative
obviously 200000 people dying wasnt enough for you you invent new ways to kill even more such as your coronavirus parties featuring hatred and stupidity,0,0,0,1,Positive
yeah but at least we didnt panic,1,1,2,2,Negative
yes there is play it down trump admits to concealing the true threat of coronavirus in new woodward book,0,0,1,1,Positive
looks promising saliva-based coronavirus tests come to market via,0,0,1,1,Positive
whereas trump thinks the way to reduce panic is to lie in his first inaugural fdr who also wanted to reduce fear and terror said in the 3rd sentence this is preeminently the time to speak the truth the whole truth frankly and boldly1,1,1,2,2,Positive
for women and children around the world a double plague coronavirus and domestic violence,0,0,1,1,Neutral
false real biden folks trump thought that his upbeat tweets could somehow stop the coronavirus well i have news for donald trumpthis virus is not impressed by his tweetsim being very deadly earnest about this we need real action in the white house not more lies,0,0,1,1,Negative
besides trumps comments about the coronavirus threat the book covers north korea racial unrest and a new mystery weapons system,0,0,1,1,Positive
ooh im a single mother in bristol who needs a coronavirus test for my high-temperature child and ive just been offered one in dundee i wonder what they meant by that,0,0,1,1,Negative
taking note lifestream services is offering curbside meal pick-up for older adults in jay county who are isolated during the coronavirus pandemic,0,0,1,1,Positive
what are your thoughts on biden saying its not a time to panic over the coronavirus,0,0,0,0,Neutral
on air stephane malca  we entertain empower educate  talk to us on 0208 090 2121 hello homeofpossibilities believeyourpossibilities buy song,1,1,3,3,Neutral
fact check  sean hannity lies biden tweeted we are in the midst of a crisis with the coronavirus we need to lead the way with science not donald trumps record of hysteria xenophobia and fear-mongeringbiden did not explicitly tie xenophobia to the travel restriction,0,0,0,0,Neutral
if you want to show yourself as a leader begin to address the issues that really concern americans heres a good example,1,1,2,2,Positive
germans more afraid of donald trump than the coronavirus for many germans a second term for us president donald trump would probably be a nightmaretrump ranksnumber one this year on germans list of fearsat 53 the us president has topped the rv fear scale as early as 2018,0,0,0,0,Positive
20200909 1100 trump says he minimized coronavirus didnt want to create panic,0,0,0,0,Neutral
homeless advocates worry existing cold weather shelters will not be enough this winter because of covid-19 rules restricting capacity to only 50,1,1,2,2,Negative
experts from the chinese laboratory at the centre of global suspicion over the coronavirus pandemic have defected and are in the hands of western intelligence,0,0,0,0,Neutral
2 half truths or incomplete information is making the public complacent says dr jameel one is that indias mortality rate is low and that the recovery rate is high the rapidly increasing coronavirus cases is a huge worry for the country and people need to be as alert covid,0,0,0,0,Positive
coronavirus is the last thing to worry about in mansfield,0,0,0,0,Neutral
chinas leading pharmaceutical group is on track to seeking approval to start the clinical trial of the mrna vaccine against coronavirus bnt162b2 in china the vaccine candidate is undergoing global phase 3 trial abroad,0,0,1,1,Neutral
because of the coronavirus which affected the world not just america thank god president trump stopped flights from china early even though bejing biden called him xenophobic and fear mongering sadly even more people would have lost their lives if biden were in office,0,0,0,0,Positive
officials at the university of the virgin islands have confirmed that two staff members on st thomas contracted the novel coronavirus in august usvi covid19,0,0,1,1,Positive
stress is one of the biggest silent killers it can affect your mind body and spirit in drastic ways the current global crisis has added an immense amount of stress onto everyone but learning to cope with it and build resilience can be a lifelong tool,1,1,3,3,Negative
how to use ventilation and air filtration to prevent the spread of viruses indoors the vast majority of sars-cov-2 transmission occurs indoors most of it from the inhalation of airborne particles that contain the coronavirus open windows are the,0,0,1,1,Positive
donald trump should be forced to explain why he repeatedly said young people and children were immune to ti coronavirus when he knew they were not thats not preventing a panic thats deliberately misleading people trumpliedpeopledied,0,0,0,0,Negative
trump doesnt want to keep you calm white panic is central to his presidency via,1,1,2,2,Positive
looks like 2020 is really going to show us the value of ingenuity,1,1,3,3,Positive
ino huge call contracts at 20 now big move coming watching for peer review huge funding and news on the start of phase 23 mrna nvax gild jnj mrk azn pfe alt srne codx tmo regn vxrt bntx ibio ddtg robinhoodtraders coronavirus vaccine operationwarpspeed,0,0,1,1,Positive
los angeles patients complained about coughs back in december according to a new study,1,1,3,3,Negative
hi garry i hope youre well i have some content i think youd be interested in regarding the risk level of going to a jaguars game thanks to the pickswise nfl coronavirus risk map id love to get your email so i could send you the press release thank you,0,0,0,0,Positive
the covid storm via,1,1,3,3,Neutral
coronavirus long-term effects some covid-19 survivors face lung scarring heart damage and anxiety vox,0,0,0,0,Neutral
another presidential assault on science as fires and pandemic rage,1,1,3,3,Neutral
yet coronavirus passes these idiots by thats the horror they think the are indestructible,0,0,0,0,Negative
the overhyped paranoia of the coronavirus also had a real effect on americans perceptions of risk undetected cancer  other diseases are rising increased isolation  increased depression and suicide rates and increase substance abuserelapses,0,0,0,0,Positive
i wanted to always play it down i still like playing it down because i dont want to create a panic trump admits to playing down the virus he knew what he was doing deceiving the american people trump must go vote,1,1,3,2,Negative
didyouknow therell likely be a clinically relevant increase in cases of anxiety depression and harmful behaviours due to the novel coronavirus the 2003 sars epidemic was associated with a 30 increase in suicide among 65 year olds,0,0,0,0,Positive
trump knew covid was deadly but wanted to play it down woodward book says this reason alone murdering sociopath coronavirus vote republican never speak to me again south carolina haiku voteblue fbr covid19 wearamask rage bobwoodward trump,0,0,1,1,Negative
the headline should read liberal party mounts legal attack on victorian health via,1,1,3,3,Positive
if you honestly didnt want to create covid19 panic why not enforce defenseproductionact dpa for more medical supplies why not approve more  for states why deny a national facemask order why not support more coronavirus testing these things would ease us trumpknew,0,0,0,0,Positive
pandemic hersheys supplychain no kisses in pieces,1,1,3,3,Neutral
so now whatever your argument was for him this outweighs all the good,1,1,3,3,Positive
taped proofout of donald trumps own mouththat he was purposely lying to the american people about the coronavirus crisis from the start trump wasnt merely incompetent he was criminally negligent in the deaths of nearly 200000 americans thats felony negligent homicide,0,0,1,1,Negative
experts say patients were reluctant to seek hospital care in fear of both putting strain on the nhs and picking up the coronavirus,0,0,0,0,Neutral
trump acknowledges he intentionally downplayed deadly coronavirus says effort was to reduce panic,0,0,0,0,Negative
episode 6 of is such a wonderfully timely illustration of how truly unchristian it is to fear the coronavirus christ wins we know this stay safe of course but fear is never from god,0,0,0,0,Positive
everyday you prove the 200000 cases of genocide of americans and ethnic cleansing criminal endangerment by super spreader events needs too be charged with manslaughter kushner too they will go too prison theses crimes against humanity,1,1,3,3,Negative
chinese virologist says coronavirus covid19 is man-made this is exactly what i suspected right from the start as soon as i knew of the wuhan lab  unitedstates funded  see comment 1 for img i created months ago wake up,0,0,1,1,Positive
fakefoxnews for a fakepresident trumpknewanddidnothing trumpdoesntcare,1,1,3,3,Neutral
who would have thought that financially incentivising a lot of people into tightly packed poorly ventilated spaces where they all talk loudly to each other might lead to an increase in coronavirus cases mad truly,0,0,1,1,Negative
not to trump horror covid19 response ignoring us intel warns about the pandemic he never provided covid19 tests and left 192000 americans to die mcenany false claims dems playing politics with peoples lives by sowing doubt about a covid19 vaccine,1,1,2,2,Negative
many saidthat his mishandling of the coronavirus crisis and encouragement of violence amid protests against racism have either cemented their decision to vote for biden or have made them even more fiercely supportive of the democratic candidate,0,0,1,1,Positive
see for yourself how and where covid-19 coronavirus is spreading in our state nation and across the world plus docs worry about a twin-demic of covid-19 and the regular seasonal flu,0,0,0,0,Neutral
start here an airline ignoring cdc guidelines opens them up for lawsuits and other liability so its best to get cdc policy changed,1,1,3,3,Positive
open smartnews to read 62 of americans are worried that political pressure from the trump administration will rush a coronavirus vaccine new poll shows here or you can directly access the content using this link here,0,0,0,0,Positive
you didnt want to panic us over coronavirus but causing panic in the suburbs is fine panic thats advances your goals not a problem got it ,0,0,0,0,Positive
red china virus quote of the day the coronavirus has sent the world into a state of psychotic delirium -- bernard-henri lvy,0,0,0,0,Negative
the trump admin shouldve messaged the coronavirus response more effectively trump not wanting cause a panic was obvious he admitted as much the actual federal response was pretty good in a lot of ways ventilators for example trumps biggest sin was talking to a journo,0,0,0,0,Positive
too many disabled veteran heroes and heroines fighting off coronavirus infections on top of chronic untreated pain are suiciding read all about this va abomination in american agony chapter 17 veterans in pain suiciding at alarming rates due to va opiohysteria,0,0,0,0,Positive
i wonder how long they had to search to find an assistant prof in canada whod cook their books he digs into these mmwrs  makes his position known  his position isnt popular with the career scientists mr caputo said thats called science,1,1,3,3,Positive
we know beyond doubt those rallies held by trump spread coronavirus remember all you trump supporters you are warriors many of you are going to get sick amp suffocate under a ventilator but your deaths are a sacrifice trump is prepared to make so you can help inflate his ego,0,0,0,0,Negative
the coronavirus pandemic has meant a twofold threat the risk of catching a deadly virus coupled with the peril of being locked in confined spaces with increasingly violent abusers legalaidchangeslives,0,0,1,1,Negative
its going to disappear one day its like a miracle it will disappear trump 2282020 on the coronavirus,0,0,1,1,Neutral
over one hundred thousand americans have died from covid i wonder what kind of memorial will be built for them how aggressively will we try to defeat the coronavirus,0,0,1,1,Positive
this is death yet people still treat it as a casual flu is it then no surprise 300 new covid cases with only leicester reporting more,1,1,3,3,Positive
open smartnews to read senate polarized over next coronavirus aid package here or you can directly access the content using this link here yes obstruction because gops refusal too help america with bigger stimulus vote blue,0,0,0,0,Positive
if you want the coronavirus cases to drop and be controlled effectively i suggest you put a woman in charge try it youll probably end up out of a job but at least we wont have to worry about the rising cases and risks involved,0,0,0,0,Positive
wonder if its tied in with this australia is one of the few countries that doesnt have a vaccine compensation scheme im one of the 1 in 13 million peeps that had an adverse severe reaction to an adult vaccine adt  yrs of pain loss of income,1,1,3,3,Negative
way to confuse misdocumented coronavirus deaths for the only real ones whats next are you going to assume that anybody who died of cardiac arrest must not have died of a heart attack that the gunshot victims just died of blood loss apropos of nothing,0,0,1,1,Positive
shouldnt you be doing something useful how the fuck do you have time to worry about shit like this when youre going to have 250000 dead from coronavirus by the date of the election youre cheating in,0,0,0,0,Negative
the coronavirus may change college admissions forever admissions officers are going to have to focus on what matters that means in the future they can pare back the application and reduce our collective anxiety about what it takes to get into college,0,0,0,0,Neutral
give me a l l give me an o o give me a c c give me a k k give me a d d give me an o o give me a w w give me a n n coronavirus rise in uk cases a great concern van tam says,0,0,0,0,Positive
where was tftd on 911 no where the right reverand was all lovey dovey about some other terrorist outrage but failed to denounce this huge act of barbarism time holds aunty to account for acting as an apologist for terror r4today,1,1,3,3,Positive
coronavirus is this the start of a second wave and is the uk prepared via,0,0,1,1,Neutral
remember the watergate tapes they have resurfaced again this time with another president on tape  absolutely despicable thousands of lives lost,1,1,3,3,Positive
saliva-based coronavirus tests come to market,0,0,1,1,Neutral
trump admits he downplayed coronavirus after bombshell woodward tapes,0,0,1,1,Neutral
none of it makes sense anyways you can put a rating on anything you want for peace of mind but anyone can get it parody coronavirus election2020 protests memes youtube animation gaming twitch entertainment politics hiphop actor thursdaythoughts popmusic,0,0,0,0,Neutral
homeless advocates worry existing cold weather shelters will not be enough this winter because of covid-19 rules restricting capacity to only 50,1,1,2,2,Negative
hhs amp the office of budget amp management siphoned 700m from cdcs budget for operation warp speed bloomberg reports 300m of that was for hhss dont worry be happy ad campaign about the coronavirus pandemic,0,0,0,0,Positive
joe biden in michigan on wednesday slammed president donald trump after a new report detailed how trump by his own admission played down the threat of the coronavirus to the public to maintain calm and avoid panic in the early days of the coronavirus thursdaymorning,0,0,0,0,Positive
gates offers grim global health report and some optimism the covid-19 pandemic has set back public health efforts by years but in an interview the tech philanthropist expressed hope about new avenues for foreign aid,1,1,2,2,Negative
hertsmere designated an area of concern over coronavirus spike,0,0,0,0,Neutral
tories bail out barbaric fox hunters with 50000 cash to survive coronavirus your council taxes are paying for this in tory run boroughs this is as barbaric as fox hunting taking food out of bairns mouths,0,0,1,1,Neutral
instead of creating a panic he wanted to blame the democrats for perpetuating the coronavirus hoax,0,0,0,0,Neutral
update the indiana state department of health reported 1282 new covid-19 cases and 10 new deaths on friday,1,1,3,3,Positive
quit listening to words start looking at actions didnt trump just issue an allowance of emergency use of covalescent plasma darpa-funded microchip technology optimizes convalescent plasma therapy for covid-19 patients,1,1,3,3,Neutral
i never thought id see the day an american president would start biological warfare on our country coronavirus was what he was referring to on the woodward tape when he said the us has weapons other countries hasnt seen putin has seen it,0,0,1,1,Negative
donald trump purposely downplayed this caused more deaths than world war 2 to avoid panic in the us or more sinister motivations,1,1,2,2,Positive
in fire-ravaged ca denied the effects of climate change saying it will start getting cooler just you watch sound familiar and i think were going to be very good with the coronavirus i think that at some point thats going to sort of just disappear,0,0,1,1,Positive
concern has also been raised among statisticians and health officials that moonshot could return thousands of false positives forcing people into unnecessary self-isolation coronavirus,0,0,0,0,Negative
as you drift off to sleep tonight dont forget about the kids openfcps,1,1,3,3,Neutral
today i told 15 six year olds what happened on september 11 2001 the fear and disbelief in their innocent little eyes broke my heart i think they could see my sadness too coronavirus is real but i think we all needed that hug,0,0,0,0,Positive
the aix-en-provence challenger final and they wonder why is dealing with a surge in coronavirus,0,0,1,1,Neutral
must read by tim egan ive never seen the american west in such deep distress californiawildfires,1,1,2,2,Neutral
nearly two-thirds 65 percent of investors feel their financial well-being is the same now as it was since the start of the coronavirus -,0,0,1,1,Positive
israelis reacted with anger and dismay monday at an imminent nationwide lockdown aimed at curbing one of the worlds highest novel coronavirus infection rates,0,0,1,0,Negative
dr fauci contradicts bombshell report claiming president trump deceived americans about the pandemic,1,1,3,3,Neutral
people need to be made aware as i am doing on every available opportunity that the fear in rises of covid-19 is being pushed using rises in coronavirus cases the need challenging before the government steal not of our freedoms,0,0,0,0,Positive
nationwide people have been hit with unexpected fees and denied claims related to coronavirus tests according to dozens of bills that the new york times has reviewed insurers have told these patients they could owe from a few dollars to thousands,0,0,1,1,Positive
covid-19 linked to the onset of type 1 diabetes in children heart injury more likely to happen in pediatric patients life-long damage to the lungs in even asymptomatic children wanneer veilige scholen,1,1,3,3,Positive
fauci says us hit hard by coronavirus because it never really shut down,0,0,1,1,Negative
desire to prevent the panic creation as the president opined his decision after 4 days when we shutdown all the american economy to put the health of america first and from that period the president started to lead the coronavirus task force president trump made it clear,0,0,0,0,Positive
how do you spell failure americans constituting 4 percent of the worlds population and 22 percent of covid-19 deaths how did the best-prepared country become a horror story,1,1,2,2,Negative
more than 12 million will help offset coronavirus-related expenses,0,0,1,1,Positive
due to coronavirus i celebrate my birthday this year without my parents but it was totally okay cause i got abundance amount of love from all of these people near me by distance amp heart thank you very much for everything i hope i can share my happiness to all of u,0,0,0,0,Positive
flatten the curve was a fraud we were never given a hospital capacity threshold on the graphic for a reason more leftist propaganda and fear mongering,1,1,2,2,Positive
india likely had 64 million 64 lakh covid cases by may says icmrs sero survey weve likely had 3-5 crore cases by now testing still lags amp virus is now in rural areas lockdown failed due to delayed amp inadequate measures taken at the start,1,1,3,3,Negative
bob woodward book rage trump admits to concealing true threat of coronavirus cnnpolitics,0,0,1,1,Positive
rule of 6 comes into action today brilliant i dont even have 6 friends so you dont need to worry about that bojo lockdownscoming covid coronavirus uk,0,0,0,0,Positive
world news  rage new book about trump storms thanks to covid-19 via covid19 donaldtrump uspresident coronavirus worldnews nuclearweapons,0,0,1,1,Positive
i doubt it when people finally wake up they might get it covid 19 has disappeared its coronavirus casesthe common cold they are testing wake up people so frustrating,0,0,0,0,Negative
bless his heart he anticipated the panic buying of toilet paper and tried to save us from it,1,1,3,2,Negative
attack is the best form of defense these preachers propagate lies and incite hate and division thus applying satanic principles of destruction and doom while getting rich by abusing gullible flocks jimbakker is one of the worst of all these crooks,1,1,3,3,Negative
195k and 200k by election day no doubt i cant believe this,1,1,2,2,Neutral
new post yorkshire-based start-up more than doubles team during coronavirus pandemic,0,0,1,1,Positive
icymi this is amazing and expected as it was the ccp that started the asymptomatic non-sense new research suggests asymptomatic covid19 spread is comparatively rare 30 aug 2020 new research out of china suggests ,1,1,3,3,Positive
im sure you have access to this whether you read or not im not sure im also wonder if youre able comprehend what this says if in doubt- it says youre a horrible and will be defeated in november,1,1,3,2,Negative
the new york state public high school athletic association announced wednesday that football volleyball and competitive cheer fall seasons will be postponed until march to address concerns associated with the novel coronavirus,0,0,0,0,Positive
its unfortunate that it took 2-years to find this godsend of a man but william barr is one outstanding attorney general,1,1,3,3,Positive
your fearless leader is morally bankrupt and represents your party lies lies lies,1,1,3,3,Neutral
how do you stand for life when you purposely conceal the severity of a pandemic that has killed 190000 people,1,1,3,3,Negative
let us all marvel at the presidents gross incompetence note that the wall has been a failure too,1,1,3,3,Negative
i understand coronavirus is real but with headlines like these is it any wonder why some people believe its a hoax created to rob people of freedom or independence,0,0,1,1,Positive
it is literally a homeless camp for societys most vulnerable and a desire for violence against them is disturbing and misguided youre correct that its tragic but its tragic in that this is the best we can do for those in distress,1,1,3,3,Negative
in the race for the coronavirus vaccine some researchers worry that we may be pinning too many hopes on a strategy that has not been proven,0,0,0,0,Positive
joebiden is right america needs help between the 120 million people weve lost to the coronavirus and the 150 million weve lost from gun violence we need help after losing 85 of the us population to these evils it should be obvious that we need new leadership notmaga,0,0,1,1,Positive
coronavirus tests are supposed to be free the surprise bills come anyway,0,0,1,1,Positive
link between isis and antifa date of the fire starting cross reference with the date of the isis video telling supporters to start fires themoreyouknow,1,1,3,3,Neutral
this is deadly stuff trump told woodward on february 7 year of the virus,1,1,3,3,Negative
coronavirus is this the start of a second wave and is the uk prepared people in their 70s are still seeing fairly low rates of infection but those numbers are also rising covid19,0,0,1,1,Neutral
no matter how you twist and spin and change the topic just as trump when hes caught in his web of lies you are so very wrong and deluded no doubt you still believe all that trump says and that the coronavirus is a democrat hoax,0,0,0,0,Negative
stocks rally as optimism builds around coronavirus vaccine foxbusiness,0,0,0,0,Neutral
we know beyond doubt those rallies held by trump spread coronavirus remember all you trump supporters you are warriors many of you are going to get sick amp suffocate under a ventilator but your deaths are a sacrifice trump is prepared to make so you can help inflate his ego,0,0,0,0,Negative
the uk is entering a period of particular concern as the number of coronavirus cases rise across the country the housing secretary says robert jenrick said we all have to be very cautious after 2948 new uk cases wererecorded on monday,0,0,0,0,Positive
so cnn is going ham on when trump lied and said the covid wasnt that bad yall theyre recycling anger now i thought we was mad about that in may theyre doing everything they can to avoid the reparations talk,1,1,3,3,Negative
the fallout of coronavirus is providing fertile ground for recruiters amid a resurgence of violence and conflict in colombia reports,0,0,1,1,Neutral
your obsession with coronavirus is a worry 3 people died omg get real more have just died from cancer sage have just about ruined this country,0,0,0,0,Positive
february 28th biden says on camera its not a time to panic about coronavirus,0,0,0,0,Neutral
you downplayed the coronavirus because you thought it better that people died then panic,0,0,0,0,Positive
on april 13 trump said of the virus its so easily transmissible you wouldnt even believe it and yet he is still having rallies and not encouraging maskstrumpdoesntcare trumpknew trumpiskillingamericans trumpliedamericansdied gopgenocide,1,1,3,3,Positive
and heres the start of the bollocks to try and interfere with saturdays london protest ,1,1,3,3,Neutral
donateampshare my friends i collapsed in church today during mass i was taken by ambulance to the hospital this coronavirus is wrecking havoc on me my family w 4deaths distressed please circulate gofundme distress fund,0,0,0,0,Neutral
 restarts uk trial of its covid19 vaccine after regulator gives all-clear following a safety scare,1,1,2,2,Neutral
the coronavirus created panic and fear we needed a president to be honest about the dangers and not lie and say its less dangerous than the flu 200000 people have died,0,0,0,0,Negative
in a wide-ranging interview about his new book rage bob woodward told npr that he believed the president was talking about the coronavirus in china when trump told him in february that the virus was deadly and airborne,0,0,1,1,Negative
us president donald trump denies downplaying virus casts doubt on mask usage trump coronavirus masks,0,0,0,0,Neutral
about 8800 unaccompanied migrant children have been expelled from the us open smartnews to read us expelled thousands of migrant children due to coronavirus here or you can directly access the content using this link here,0,0,0,0,Negative
your shortage of coronavirus tests may have something with the nhs tests being allowed as proof people can go on holiday to some of these quarantine countries saves the family 800 that they can spend on having a good time dont worry about the sick,0,0,0,0,Negative
germans more afraid of donald trump than the coronavirus for many germans a second term for us president donald trump would probably be a nightmaretrump ranksnumber one this year on germans list of fearsat 53 the us president has topped the rv fear scale as early as 2018,0,0,0,0,Positive
trump said he likes to playing it down because i dont want to create a panic,1,1,3,2,Negative
trump news live president goes on morning twitter rant as outrage grows over impeachable woodward coronavirus tapes,0,0,1,1,Positive
louis vuitton is releasing a face shield with golden studs to protect luxury buyers from coronavirus via,0,0,1,1,Positive
this is going to be the roughest thing you face woodward book trump says he knew coronavirus was deadly and worse than the  trump admitted to woodward on march 19 that he deliberately minimized the danger,0,0,1,1,Negative
2 scientists then coronavirus is worse than seasonal flu trump privately march 19 i wanted to always play it down i still like playing it down because i dont want to create a panic,0,0,0,0,Negative
the immunity is in our t cells which this pcr test doesnt detect unfortunately i imagine many are false positives or detection of dead remnants of a coronavirus,0,0,1,1,Negative
its also factually idiotic massive terror attack and financial attack was intentional coronavirus was a natural occurrence,0,0,1,0,Negative
wake up people the world is under attack by the lab-made coronavirus now the chinese government need to be confronted and every p4 p3 lab in china need to be investigated,0,0,1,1,Neutral
live now is giving an update on the states response to hurricanelaura also expected to discuss whether the state will remain in phase 2 of reopening when current order expires on friday lagov lanews covid19,1,1,3,3,Positive
omg so glad to hear someone else say this my wife and i in pasadena woke up with sore throats terrified we got coronavirus from the plumber we had in last sat keep telling ourselves its just post-nasal dripbut the doubt and fear claws at you,0,0,0,0,Positive
3 kerri writes think good thoughts know your immune system is designed to support your through any illness how is this at all defensible when there are long term health effects of the coronavirus apparent in people who survived,0,0,1,1,Positive
kentucky 1044 coronavirus deaths 1044 dead family and friends left grieving for 1044 people trumpknew trumpchosewallstoveryou votebluetoendthisnightmare kentucky,0,0,0,0,Negative
bob woodward book rage trump admits to concealing true threat of coronavirus cnnpolitics trumpknew rage trumpisamurderer,0,0,1,1,Positive
senate vote was february 5 that left most of february all of march post-impeachment to raise the alarm about coronavirus also a counterfactual no matter how passionately believed is not fact,0,0,1,1,Positive
again its not like we didnt warn you that opening colleges would cause spikes obviously young people have been getting told they dont have to worry about coronavirus no one pressed the responsibility on them or that they can get permanent organ damage covid19,0,0,0,0,Positive
the department of health and human services reported friday that 33 people more died of complications from coronavirus bringing the state total to 3023,0,0,1,1,Positive
trump defended his efforts to downplay the covid-19 pandemic on fox news saying he didnt want to scare people via,1,1,2,2,Neutral
heartbreak in 1 pic covid19uk lies coronavirus lies,0,0,0,0,Neutral
trump acknowledges he intentionally downplayed deadly coronavirus says effort was to reduce panic mcenemy liesafterlies in his own words trumpknew trumpliedpeopledied,0,0,0,0,Positive
what kind if senator are you we all heard trumps admission that he downplayed the coronavirus amp sentenced thousands upon thousands of americans to death not to create a panic amp you think thats ok,0,0,0,0,Positive
